order_id,product_id,quantity,unit_price,line_total
12932558,1,4,1.64,6.56
12932558,21,1,8.46,8.46
12932558,22,1,1.03,1.03
12940134,8,4,0.68,2.72
12940134,15,2,2.30,4.60
12940134,18,4,4.06,16.24
12943332,8,3,0.68,2.04
12943332,17,3,5.35,16.05
12943332,22,1,1.03,1.03
12943332,24,2,1.32,2.64
12946032,9,1,4.26,4.26
12957927,7,4,7.30,29.20
12957927,28,4,6.70,26.80
12980408,11,5,2.16,10.80
12980408,26,1,0.87,0.87
13007159,15,3,2.30,6.90
13007159,19,4,1.36,5.44
13007159,25,4,1.31,5.24
13024432,23,4,6.41,25.64
13024432,30,1,2.91,2.91
13042752,20,3,6.14,18.42
13042752,21,2,8.46,16.92
13070016,5,1,4.66,4.66
13070016,7,4,7.30,29.20
13070016,21,1,8.46,8.46
13078563,5,4,4.66,18.64
13078563,12,2,4.90,9.80
13078563,22,3,1.03,3.09
13078563,25,5,1.31,6.55
13079633,2,2,9.28,18.56
13079633,6,1,2.73,2.73
13079633,10,5,4.26,21.30
13079633,15,0,2.30,0.00
13079633,25,4,1.31,5.24
13097028,1,2,1.64,3.28
13097028,3,2,3.15,6.30
13097028,10,5,4.26,21.30
13097028,19,5,1.36,6.80
13097028,30,2,2.91,5.82
13097328,29,3,1.88,5.64
13101366,9,3,4.26,12.78
13101366,15,3,2.30,6.90
13101366,21,4,8.46,33.84
13101366,30,3,2.91,8.73
13101520,4,3,5.39,16.17
13101520,8,2,0.68,1.36
13101520,13,3,2.27,6.81
13101520,16,1,3.24,3.24
13101520,18,5,4.06,20.30
13118662,14,0,8.46,0.00
13118662,17,2,5.35,10.70
13118662,25,4,1.31,5.24
13126165,16,4,3.24,12.96
13126165,22,3,1.03,3.09
13127864,3,1,3.15,3.15
13127864,12,2,4.90,9.80
13157773,3,2,3.15,6.30
13157773,4,4,5.39,21.56
13158801,23,5,6.41,32.05
13169521,14,2,8.46,16.92
13169521,20,3,6.14,18.42
13169521,21,1,8.46,8.46
13175344,6,2,2.73,5.46
13175344,27,4,2.22,8.88
13182025,6,3,2.73,8.19
13182025,8,3,0.68,2.04
13182025,14,4,8.46,33.84
13182025,18,5,4.06,20.30
13191422,6,4,2.73,10.92
13191422,7,5,7.30,36.50
13191422,20,1,6.14,6.14
13191422,26,4,0.87,3.48
13196545,3,3,3.15,9.45
13196545,20,5,6.14,30.70
13198966,21,4,8.46,33.84
13205947,12,4,4.90,19.60
13205947,18,2,4.06,8.12
13205947,24,2,1.32,2.64
13205947,28,4,6.70,26.80
13237464,13,3,2.27,6.81
13237464,21,3,8.46,25.38
13237464,26,1,0.87,0.87
13239223,15,2,2.30,4.60
13239223,17,2,5.35,10.70
13242329,5,5,4.66,23.30
13242329,13,1,2.27,2.27
13242329,20,3,6.14,18.42
13242329,24,3,1.32,3.96
13254177,12,2,4.90,9.80
13254177,28,4,6.70,26.80
13258223,5,5,4.66,23.30
13258223,6,5,2.73,13.65
13258223,25,5,1.31,6.55
13277355,6,1,2.73,2.73
13277355,16,4,3.24,12.96
13277355,28,3,6.70,20.10
13277355,30,1,2.91,2.91
13283287,15,0,2.30,0.00
13284315,7,0,7.30,0.00
13284315,15,3,2.30,6.90
13295727,4,2,5.39,10.78
13295727,6,5,2.73,13.65
13295727,19,3,1.36,4.08
13302686,12,3,4.90,14.70
13302686,25,4,1.31,5.24
13302686,26,2,0.87,1.74
13308791,8,5,0.68,3.40
13308791,9,5,4.26,21.30
13308791,22,2,1.03,2.06
13317380,12,3,4.90,14.70
13317380,18,3,4.06,12.18
13317380,26,2,0.87,1.74
13342926,1,1,1.64,1.64
13342926,8,1,0.68,0.68
13342926,9,4,4.26,17.04
13342926,15,1,2.30,2.30
13342926,22,5,1.03,5.15
13344308,26,2,0.87,1.74
13376698,5,5,4.66,23.30
13376698,27,2,2.22,4.44
13380870,3,4,3.15,12.60
13382434,12,3,4.90,14.70
13382434,18,3,4.06,12.18
13382434,20,2,6.14,12.28
13382434,27,4,2.22,8.88
13382434,29,1,1.88,1.88
13412753,20,2,6.14,12.28
13412753,30,3,2.91,8.73
13432025,3,2,3.15,6.30
13432025,7,0,7.30,0.00
13432025,12,1,4.90,4.90
13432025,29,2,1.88,3.76
13437562,3,2,3.15,6.30
13437562,17,2,5.35,10.70
13474309,6,3,2.73,8.19
13474309,7,0,7.30,0.00
13474309,14,2,8.46,16.92
13474309,18,2,4.06,8.12
13521599,18,4,4.06,16.24
13521599,21,4,8.46,33.84
13521599,26,4,0.87,3.48
13555473,30,3,2.91,8.73
13557129,5,3,4.66,13.98
13557129,8,2,0.68,1.36
13557129,10,5,4.26,21.30
13557129,18,3,4.06,12.18
13557129,28,4,6.70,26.80
13576060,2,2,9.28,18.56
13576060,11,2,2.16,4.32
13576060,16,5,3.24,16.20
13576060,18,5,4.06,20.30
13576060,30,2,2.91,5.82
13591396,14,2,8.46,16.92
13591396,16,5,3.24,16.20
13591396,19,4,1.36,5.44
13591396,27,1,2.22,2.22
13592279,11,5,2.16,10.80
13592279,16,5,3.24,16.20
13592279,20,4,6.14,24.56
13592279,24,5,1.32,6.60
13593204,7,4,7.30,29.20
13593204,9,1,4.26,4.26
13593204,24,2,1.32,2.64
13601311,29,1,1.88,1.88
13623810,18,3,4.06,12.18
13623810,23,2,6.41,12.82
13627757,24,2,1.32,2.64
13631149,22,3,1.03,3.09
13632354,5,1,4.66,4.66
13632354,14,2,8.46,16.92
13633597,10,2,4.26,8.52
13633597,15,5,2.30,11.50
13633597,25,3,1.31,3.93
13634967,26,4,0.87,3.48
13635843,16,3,3.24,9.72
13635843,17,5,5.35,26.75
13635843,22,4,1.03,4.12
13644400,15,4,2.30,9.20
13644400,20,3,6.14,18.42
13644400,27,1,2.22,2.22
13644400,28,3,6.70,20.10
13644532,4,1,5.39,5.39
13644532,7,3,7.30,21.90
13644532,25,2,1.31,2.62
13644532,29,3,1.88,5.64
13646609,2,1,9.28,9.28
13646609,15,1,2.30,2.30
13646609,20,5,6.14,30.70
13646609,23,5,6.41,32.05
13646609,26,5,0.87,4.35
13693411,1,2,1.64,3.28
13693411,4,1,5.39,5.39
13693411,19,0,1.36,0.00
13706932,5,5,4.66,23.30
13706932,14,1,8.46,8.46
13706932,15,4,2.30,9.20
13706932,25,2,1.31,2.62
13712382,6,2,2.73,5.46
13716221,4,5,5.39,26.95
13716221,9,4,4.26,17.04
13716221,24,5,1.32,6.60
13728392,6,3,2.73,8.19
13728392,9,1,4.26,4.26
13728392,16,1,3.24,3.24
13732118,6,1,2.73,2.73
13732118,18,1,4.06,4.06
13736589,9,4,4.26,17.04
13750699,6,5,2.73,13.65
13750699,8,0,0.68,0.00
13760340,25,2,1.31,2.62
13760340,26,3,0.87,2.61
13769350,5,2,4.66,9.32
13769350,7,5,7.30,36.50
13769350,9,3,4.26,12.78
13769350,23,4,6.41,25.64
13769350,28,1,6.70,6.70
13771238,5,2,4.66,9.32
13771238,7,2,7.30,14.60
13781921,9,3,4.26,12.78
13781921,13,5,2.27,11.35
13781921,21,5,8.46,42.30
13781921,22,5,1.03,5.15
13797476,21,2,8.46,16.92
13797476,26,2,0.87,1.74
13819369,6,5,2.73,13.65
13819369,25,1,1.31,1.31
13829231,10,4,4.26,17.04
13830638,1,3,1.64,4.92
13832986,1,5,1.64,8.20
13832986,3,3,3.15,9.45
13832986,6,4,2.73,10.92
13832986,17,5,5.35,26.75
13833103,19,4,1.36,5.44
13833103,26,1,0.87,0.87
13833103,27,2,2.22,4.44
13838753,16,1,3.24,3.24
13838753,18,1,4.06,4.06
13838753,25,5,1.31,6.55
13841812,12,4,4.90,19.60
13841812,14,5,8.46,42.30
13848005,1,2,1.64,3.28
13848005,11,3,2.16,6.48
13848005,16,1,3.24,3.24
13848005,29,4,1.88,7.52
13858798,3,3,3.15,9.45
13858798,9,4,4.26,17.04
13858798,10,2,4.26,8.52
13858798,14,1,8.46,8.46
13858798,30,3,2.91,8.73
13865077,4,3,5.39,16.17
13865077,6,2,2.73,5.46
13865077,18,4,4.06,16.24
13865077,23,5,6.41,32.05
13865077,24,2,1.32,2.64
13870041,6,3,2.73,8.19
13870041,10,4,4.26,17.04
13870041,12,5,4.90,24.50
13870041,15,0,2.30,0.00
13885339,25,5,1.31,6.55
13907020,18,3,4.06,12.18
13907020,19,2,1.36,2.72
13907020,22,1,1.03,1.03
13907020,25,1,1.31,1.31
13911452,9,2,4.26,8.52
13911959,2,4,9.28,37.12
13911959,4,5,5.39,26.95
13911959,16,2,3.24,6.48
13911959,22,5,1.03,5.15
13911959,23,3,6.41,19.23
13922388,7,2,7.30,14.60
13922388,22,2,1.03,2.06
13922388,23,1,6.41,6.41
13922388,24,4,1.32,5.28
13948588,10,3,4.26,12.78
13948588,18,4,4.06,16.24
13948588,27,4,2.22,8.88
13956137,2,2,9.28,18.56
13956137,15,0,2.30,0.00
13956137,19,0,1.36,0.00
13956137,20,3,6.14,18.42
13956137,21,2,8.46,16.92
13980471,2,3,9.28,27.84
13980471,13,1,2.27,2.27
13980471,19,0,1.36,0.00
13980471,20,5,6.14,30.70
14000051,8,0,0.68,0.00
14000051,17,4,5.35,21.40
14000051,19,0,1.36,0.00
14000051,27,2,2.22,4.44
14005905,1,4,1.64,6.56
14005905,2,4,9.28,37.12
14005905,22,5,1.03,5.15
14010390,10,5,4.26,21.30
14010390,11,2,2.16,4.32
14010390,25,3,1.31,3.93
14011370,6,4,2.73,10.92
14011370,9,2,4.26,8.52
14014683,9,1,4.26,4.26
14014683,20,4,6.14,24.56
14014683,21,2,8.46,16.92
14014683,28,3,6.70,20.10
14025514,8,4,0.68,2.72
14039829,19,1,1.36,1.36
14059561,2,4,9.28,37.12
14059561,7,0,7.30,0.00
14059561,17,0,5.35,0.00
14061795,25,4,1.31,5.24
14067491,4,5,5.39,26.95
14067491,6,2,2.73,5.46
14067491,11,1,2.16,2.16
14067491,29,2,1.88,3.76
14069278,10,3,4.26,12.78
14069278,23,5,6.41,32.05
14069278,28,4,6.70,26.80
14078620,2,2,9.28,18.56
14078620,14,5,8.46,42.30
14078620,23,3,6.41,19.23
14083820,9,3,4.26,12.78
14083820,11,4,2.16,8.64
14083820,15,0,2.30,0.00
14086813,20,3,6.14,18.42
14086813,23,4,6.41,25.64
14087364,4,4,5.39,21.56
14087364,5,4,4.66,18.64
14087364,7,1,7.30,7.30
14087364,30,2,2.91,5.82
14088562,18,1,4.06,4.06
14088562,20,4,6.14,24.56
14109568,13,5,2.27,11.35
14115522,3,3,3.15,9.45
14115522,10,1,4.26,4.26
14115522,14,3,8.46,25.38
14115522,29,2,1.88,3.76
14126941,3,1,3.15,3.15
14126941,11,4,2.16,8.64
14126941,15,4,2.30,9.20
14156841,8,2,0.68,1.36
14156841,14,4,8.46,33.84
14156841,29,4,1.88,7.52
14157249,10,5,4.26,21.30
14157249,14,1,8.46,8.46
14157249,15,4,2.30,9.20
14157249,17,1,5.35,5.35
14163267,6,3,2.73,8.19
14163267,10,2,4.26,8.52
14163267,22,3,1.03,3.09
14163267,29,1,1.88,1.88
14163267,30,3,2.91,8.73
14166383,1,2,1.64,3.28
14166383,4,4,5.39,21.56
14166383,20,1,6.14,6.14
14181960,9,2,4.26,8.52
14186062,7,2,7.30,14.60
14186062,8,1,0.68,0.68
14195331,2,4,9.28,37.12
14195331,11,3,2.16,6.48
14195331,15,1,2.30,2.30
14195331,19,2,1.36,2.72
14195331,30,2,2.91,5.82
14216051,6,2,2.73,5.46
14216051,28,3,6.70,20.10
14225056,2,3,9.28,27.84
14225056,3,2,3.15,6.30
14225056,24,4,1.32,5.28
14225056,26,1,0.87,0.87
14227742,6,1,2.73,2.73
14227742,9,5,4.26,21.30
14227742,18,1,4.06,4.06
14227742,25,4,1.31,5.24
14250749,4,3,5.39,16.17
14250749,6,2,2.73,5.46
14250749,20,3,6.14,18.42
14250749,24,1,1.32,1.32
14250749,27,1,2.22,2.22
14252499,1,5,1.64,8.20
14252499,8,2,0.68,1.36
14252499,10,4,4.26,17.04
14252499,19,1,1.36,1.36
14252499,24,1,1.32,1.32
14268479,5,1,4.66,4.66
14268479,11,3,2.16,6.48
14268479,17,5,5.35,26.75
14268479,18,5,4.06,20.30
14268479,19,5,1.36,6.80
14270207,4,3,5.39,16.17
14270207,12,2,4.90,9.80
14270207,25,3,1.31,3.93
14292151,4,3,5.39,16.17
14292151,8,4,0.68,2.72
14292151,15,4,2.30,9.20
14292151,25,4,1.31,5.24
14293294,6,4,2.73,10.92
14293294,24,4,1.32,5.28
14305240,1,3,1.64,4.92
14305240,5,4,4.66,18.64
14305240,8,5,0.68,3.40
14305240,17,5,5.35,26.75
14305240,25,4,1.31,5.24
14327092,3,1,3.15,3.15
14327092,24,4,1.32,5.28
14329802,4,5,5.39,26.95
14329802,16,2,3.24,6.48
14346683,1,5,1.64,8.20
14346683,23,4,6.41,25.64
14359163,7,5,7.30,36.50
14359163,12,2,4.90,9.80
14359163,24,2,1.32,2.64
14364046,18,5,4.06,20.30
14364046,24,3,1.32,3.96
14364046,29,4,1.88,7.52
14365728,5,2,4.66,9.32
14365728,6,5,2.73,13.65
14365728,11,4,2.16,8.64
14365728,24,5,1.32,6.60
14365728,30,5,2.91,14.55
14372391,18,4,4.06,16.24
14372391,29,4,1.88,7.52
14375393,13,1,2.27,2.27
14375393,19,2,1.36,2.72
14375393,23,1,6.41,6.41
14375393,24,5,1.32,6.60
14381339,5,3,4.66,13.98
14381339,10,3,4.26,12.78
14381339,13,1,2.27,2.27
14381339,25,3,1.31,3.93
14384343,3,1,3.15,3.15
14384343,4,1,5.39,5.39
14384343,12,5,4.90,24.50
14384343,20,2,6.14,12.28
14397063,4,2,5.39,10.78
14397063,10,2,4.26,8.52
14397063,30,1,2.91,2.91
14400457,19,4,1.36,5.44
14400457,24,3,1.32,3.96
14400457,25,1,1.31,1.31
14400457,27,2,2.22,4.44
14400785,8,0,0.68,0.00
14400785,25,4,1.31,5.24
14401637,1,1,1.64,1.64
14401637,10,4,4.26,17.04
14405416,8,3,0.68,2.04
14405416,12,2,4.90,9.80
14405416,15,0,2.30,0.00
14405416,17,3,5.35,16.05
14405416,29,1,1.88,1.88
14412967,3,3,3.15,9.45
14412967,13,1,2.27,2.27
14412967,15,3,2.30,6.90
14412967,17,3,5.35,16.05
14412967,25,4,1.31,5.24
14425438,14,1,8.46,8.46
14427940,13,5,2.27,11.35
14428365,4,5,5.39,26.95
14428365,8,1,0.68,0.68
14428365,10,2,4.26,8.52
14428365,18,3,4.06,12.18
14428365,25,3,1.31,3.93
14431406,19,5,1.36,6.80
14431406,20,3,6.14,18.42
14431406,29,2,1.88,3.76
14436421,2,4,9.28,37.12
14436421,14,5,8.46,42.30
14444295,12,2,4.90,9.80
14454168,3,2,3.15,6.30
14454168,6,2,2.73,5.46
14454168,18,2,4.06,8.12
14454168,29,3,1.88,5.64
14469446,3,2,3.15,6.30
14469446,20,4,6.14,24.56
14469446,21,5,8.46,42.30
14469446,30,2,2.91,5.82
14469829,20,4,6.14,24.56
14469829,26,2,0.87,1.74
14469990,1,1,1.64,1.64
14484599,11,1,2.16,2.16
14484599,17,3,5.35,16.05
14492537,21,3,8.46,25.38
14492537,22,2,1.03,2.06
14511104,1,4,1.64,6.56
14511104,2,2,9.28,18.56
14511104,4,4,5.39,21.56
14511104,21,4,8.46,33.84
14511104,28,3,6.70,20.10
14515004,6,2,2.73,5.46
14515004,19,5,1.36,6.80
14515977,11,3,2.16,6.48
14515977,28,5,6.70,33.50
14545490,9,2,4.26,8.52
14545490,18,3,4.06,12.18
14545490,24,4,1.32,5.28
14545490,28,3,6.70,20.10
14548843,3,3,3.15,9.45
14548843,6,4,2.73,10.92
14548843,7,5,7.30,36.50
14548843,14,5,8.46,42.30
14548843,18,2,4.06,8.12
14556377,16,1,3.24,3.24
14556377,17,3,5.35,16.05
14556377,23,3,6.41,19.23
14556431,1,1,1.64,1.64
14556431,8,1,0.68,0.68
14556431,9,2,4.26,8.52
14556431,23,3,6.41,19.23
14556431,26,5,0.87,4.35
14563082,15,3,2.30,6.90
14563082,18,4,4.06,16.24
14563082,22,4,1.03,4.12
14563082,25,4,1.31,5.24
14566201,22,1,1.03,1.03
14583785,1,1,1.64,1.64
14583785,5,5,4.66,23.30
14583785,10,3,4.26,12.78
14583785,26,2,0.87,1.74
14587157,6,4,2.73,10.92
14587157,12,2,4.90,9.80
14587157,29,4,1.88,7.52
14587157,30,2,2.91,5.82
14608052,3,3,3.15,9.45
14608052,4,5,5.39,26.95
14608052,8,0,0.68,0.00
14608052,18,5,4.06,20.30
14608629,3,1,3.15,3.15
14619936,7,4,7.30,29.20
14619936,14,5,8.46,42.30
14619936,26,4,0.87,3.48
14622206,2,1,9.28,9.28
14622206,6,4,2.73,10.92
14622206,13,3,2.27,6.81
14622206,14,3,8.46,25.38
14626133,8,5,0.68,3.40
14638314,13,5,2.27,11.35
14643787,30,5,2.91,14.55
14661662,19,0,1.36,0.00
14661662,30,2,2.91,5.82
14666395,11,4,2.16,8.64
14677010,12,5,4.90,24.50
14677010,15,1,2.30,2.30
14677010,18,1,4.06,4.06
14677010,25,3,1.31,3.93
14677010,29,4,1.88,7.52
14689652,13,1,2.27,2.27
14689652,22,1,1.03,1.03
14689652,24,2,1.32,2.64
14689652,25,4,1.31,5.24
14690608,23,5,6.41,32.05
14691001,4,2,5.39,10.78
14691001,6,3,2.73,8.19
14691001,20,1,6.14,6.14
14691001,25,4,1.31,5.24
14692484,14,1,8.46,8.46
14692484,24,3,1.32,3.96
14692484,26,1,0.87,0.87
14698344,18,5,4.06,20.30
14698344,30,3,2.91,8.73
14705427,7,3,7.30,21.90
14705427,15,2,2.30,4.60
14705427,16,2,3.24,6.48
14705427,28,4,6.70,26.80
14710046,5,4,4.66,18.64
14710046,19,4,1.36,5.44
14710046,26,5,0.87,4.35
14711966,1,4,1.64,6.56
14711966,6,4,2.73,10.92
14711966,26,2,0.87,1.74
14720169,13,5,2.27,11.35
14720169,22,2,1.03,2.06
14731618,5,4,4.66,18.64
14731618,8,0,0.68,0.00
14731618,26,3,0.87,2.61
14733962,30,4,2.91,11.64
14740239,18,1,4.06,4.06
14740239,22,4,1.03,4.12
14740239,23,4,6.41,25.64
14740239,24,1,1.32,1.32
14741075,11,2,2.16,4.32
14757200,1,2,1.64,3.28
14768298,5,3,4.66,13.98
14768298,11,2,2.16,4.32
14768298,29,4,1.88,7.52
14775216,1,2,1.64,3.28
14775216,17,2,5.35,10.70
14775216,22,2,1.03,2.06
14776231,2,2,9.28,18.56
14776231,28,1,6.70,6.70
14803056,16,3,3.24,9.72
14803117,18,1,4.06,4.06
14803117,21,4,8.46,33.84
14803117,29,3,1.88,5.64
14808547,6,2,2.73,5.46
14808547,7,4,7.30,29.20
14808547,15,5,2.30,11.50
14808547,21,2,8.46,16.92
14808547,25,5,1.31,6.55
14813010,8,3,0.68,2.04
14813010,10,2,4.26,8.52
14813010,13,4,2.27,9.08
14817892,11,1,2.16,2.16
14817892,23,3,6.41,19.23
14817892,29,3,1.88,5.64
14823257,2,2,9.28,18.56
14823257,4,3,5.39,16.17
14823257,5,4,4.66,18.64
14823257,17,5,5.35,26.75
14834649,5,3,4.66,13.98
14834649,6,2,2.73,5.46
14834649,8,0,0.68,0.00
14834649,22,2,1.03,2.06
14836742,7,5,7.30,36.50
14836742,19,4,1.36,5.44
14836742,24,2,1.32,2.64
14883824,3,5,3.15,15.75
14883824,20,1,6.14,6.14
14890076,28,2,6.70,13.40
14915187,4,5,5.39,26.95
14915187,10,3,4.26,12.78
14915187,11,4,2.16,8.64
14915187,29,1,1.88,1.88
14941783,6,4,2.73,10.92
14941783,7,0,7.30,0.00
14941783,10,3,4.26,12.78
14941783,15,0,2.30,0.00
14954080,3,4,3.15,12.60
14954080,25,3,1.31,3.93
14968737,11,4,2.16,8.64
14968737,15,5,2.30,11.50
14968737,21,1,8.46,8.46
14968737,26,4,0.87,3.48
14975588,11,2,2.16,4.32
14983370,28,3,6.70,20.10
14983370,29,2,1.88,3.76
14989239,27,1,2.22,2.22
14989412,13,5,2.27,11.35
14989412,17,3,5.35,16.05
14989412,27,5,2.22,11.10
14989412,29,4,1.88,7.52
14990985,5,1,4.66,4.66
14990985,10,3,4.26,12.78
14990985,12,4,4.90,19.60
14993423,10,5,4.26,21.30
14993423,15,0,2.30,0.00
14993423,16,2,3.24,6.48
14999274,2,1,9.28,9.28
14999274,4,2,5.39,10.78
14999274,14,3,8.46,25.38
14999274,22,3,1.03,3.09
15024153,8,3,0.68,2.04
15024153,16,4,3.24,12.96
15024153,20,1,6.14,6.14
15024153,28,2,6.70,13.40
15024153,30,1,2.91,2.91
15036987,5,4,4.66,18.64
15036987,26,3,0.87,2.61
15037265,18,5,4.06,20.30
15037733,20,3,6.14,18.42
15055021,3,1,3.15,3.15
15055021,7,1,7.30,7.30
15055021,9,3,4.26,12.78
15055021,16,2,3.24,6.48
15084612,16,5,3.24,16.20
15084612,20,4,6.14,24.56
15084612,23,2,6.41,12.82
15084612,30,5,2.91,14.55
15097237,2,5,9.28,46.40
15097237,11,4,2.16,8.64
15097237,18,5,4.06,20.30
15113002,2,3,9.28,27.84
15113002,3,5,3.15,15.75
15113002,10,2,4.26,8.52
15113002,11,3,2.16,6.48
15118121,3,5,3.15,15.75
15118121,10,1,4.26,4.26
15118121,12,1,4.90,4.90
15118121,15,5,2.30,11.50
15118121,19,4,1.36,5.44
15131532,19,3,1.36,4.08
15131532,30,2,2.91,5.82
15131633,5,4,4.66,18.64
15131633,27,2,2.22,4.44
15143618,1,2,1.64,3.28
15143618,6,3,2.73,8.19
15143618,17,4,5.35,21.40
15143618,19,4,1.36,5.44
15147190,17,4,5.35,21.40
15159551,3,2,3.15,6.30
15159551,13,1,2.27,2.27
15159551,25,5,1.31,6.55
15159551,27,3,2.22,6.66
15159551,28,2,6.70,13.40
15164321,2,5,9.28,46.40
15164321,18,4,4.06,16.24
15164321,23,4,6.41,25.64
15164321,29,5,1.88,9.40
15194000,6,4,2.73,10.92
15194000,8,1,0.68,0.68
15194000,24,1,1.32,1.32
15208328,3,2,3.15,6.30
15208328,19,0,1.36,0.00
15212785,25,4,1.31,5.24
15218157,7,0,7.30,0.00
15218157,12,4,4.90,19.60
15218157,23,2,6.41,12.82
15218157,26,4,0.87,3.48
15218157,29,2,1.88,3.76
15218888,9,3,4.26,12.78
15218888,11,3,2.16,6.48
15218888,21,3,8.46,25.38
15219706,7,2,7.30,14.60
15224521,1,4,1.64,6.56
15228731,3,1,3.15,3.15
15228731,5,2,4.66,9.32
15228731,23,3,6.41,19.23
15228731,25,4,1.31,5.24
15228731,27,5,2.22,11.10
15235388,7,1,7.30,7.30
15235388,18,2,4.06,8.12
15235388,20,2,6.14,12.28
15235388,23,3,6.41,19.23
15254537,5,4,4.66,18.64
15258912,7,0,7.30,0.00
15258912,17,4,5.35,21.40
15258912,22,5,1.03,5.15
15272896,17,2,5.35,10.70
15280061,1,3,1.64,4.92
15280061,9,1,4.26,4.26
15280061,14,4,8.46,33.84
15280061,23,2,6.41,12.82
15303596,12,3,4.90,14.70
15303596,29,5,1.88,9.40
15311518,4,5,5.39,26.95
15311518,11,1,2.16,2.16
15311518,26,1,0.87,0.87
15315447,1,5,1.64,8.20
15315447,20,4,6.14,24.56
15317459,8,3,0.68,2.04
15317595,5,1,4.66,4.66
15317595,6,2,2.73,5.46
15317595,16,3,3.24,9.72
15334884,4,3,5.39,16.17
15334884,12,1,4.90,4.90
15334884,24,3,1.32,3.96
15334884,30,4,2.91,11.64
15342578,4,2,5.39,10.78
15342578,13,4,2.27,9.08
15342578,26,5,0.87,4.35
15350703,9,4,4.26,17.04
15350703,12,3,4.90,14.70
15350703,23,1,6.41,6.41
15386371,13,4,2.27,9.08
15387205,4,4,5.39,21.56
15387205,14,0,8.46,0.00
15387205,26,0,0.87,0.00
15388369,3,2,3.15,6.30
15388369,9,1,4.26,4.26
15388369,18,3,4.06,12.18
15388369,22,5,1.03,5.15
15391825,12,3,4.90,14.70
15391825,13,1,2.27,2.27
15391825,14,2,8.46,16.92
15391825,28,1,6.70,6.70
15393653,4,5,5.39,26.95
15393653,5,2,4.66,9.32
15393653,16,5,3.24,16.20
15393653,25,2,1.31,2.62
15393653,29,1,1.88,1.88
15401379,5,3,4.66,13.98
15401379,20,4,6.14,24.56
15402751,3,2,3.15,6.30
15402751,21,4,8.46,33.84
15402751,30,3,2.91,8.73
15418830,26,5,0.87,4.35
15426060,3,4,3.15,12.60
15426060,13,1,2.27,2.27
15426060,16,5,3.24,16.20
15426060,20,1,6.14,6.14
15426060,24,5,1.32,6.60
15435686,13,2,2.27,4.54
15435686,22,3,1.03,3.09
15435686,25,5,1.31,6.55
15437066,13,3,2.27,6.81
15437066,18,1,4.06,4.06
15437066,24,1,1.32,1.32
15437066,29,2,1.88,3.76
15445225,3,5,3.15,15.75
15445225,11,5,2.16,10.80
15445225,20,2,6.14,12.28
15445225,29,3,1.88,5.64
15460670,17,2,5.35,10.70
15468323,2,1,9.28,9.28
15468323,25,5,1.31,6.55
15468323,29,1,1.88,1.88
15474846,11,1,2.16,2.16
15481171,6,1,2.73,2.73
15481171,15,3,2.30,6.90
15481171,21,1,8.46,8.46
15494142,4,4,5.39,21.56
15494142,10,3,4.26,12.78
15494142,17,4,5.35,21.40
15506876,4,3,5.39,16.17
15506876,7,1,7.30,7.30
15506876,9,3,4.26,12.78
15506876,11,2,2.16,4.32
15513245,27,4,2.22,8.88
15535280,3,4,3.15,12.60
15535280,13,1,2.27,2.27
15535280,21,2,8.46,16.92
15535280,22,1,1.03,1.03
15537648,2,2,9.28,18.56
15537648,10,2,4.26,8.52
15537648,20,2,6.14,12.28
15537648,25,2,1.31,2.62
15537648,27,3,2.22,6.66
15554801,11,5,2.16,10.80
15554801,17,1,5.35,5.35
15554801,26,5,0.87,4.35
15554801,27,2,2.22,4.44
15562735,11,3,2.16,6.48
15562735,28,3,6.70,20.10
15562735,29,5,1.88,9.40
15565946,4,5,5.39,26.95
15565946,11,5,2.16,10.80
15565946,13,3,2.27,6.81
15565946,18,1,4.06,4.06
15571455,10,4,4.26,17.04
15571455,16,1,3.24,3.24
15571691,2,4,9.28,37.12
15571691,6,4,2.73,10.92
15571691,8,4,0.68,2.72
15571691,12,4,4.90,19.60
15571691,28,3,6.70,20.10
15586829,2,5,9.28,46.40
15586829,10,2,4.26,8.52
15586829,16,4,3.24,12.96
15586829,22,5,1.03,5.15
15586829,26,2,0.87,1.74
15591036,14,4,8.46,33.84
15591036,15,3,2.30,6.90
15596644,24,4,1.32,5.28
15596644,25,1,1.31,1.31
15596644,30,2,2.91,5.82
15600201,4,5,5.39,26.95
15600201,22,2,1.03,2.06
15624006,4,2,5.39,10.78
15624006,17,2,5.35,10.70
15624006,26,4,0.87,3.48
15624006,28,5,6.70,33.50
15636303,13,1,2.27,2.27
15636303,16,5,3.24,16.20
15636303,26,1,0.87,0.87
15636303,30,5,2.91,14.55
15663730,24,1,1.32,1.32
15667836,5,1,4.66,4.66
15667836,10,5,4.26,21.30
15667836,17,1,5.35,5.35
15667836,30,2,2.91,5.82
15679098,5,1,4.66,4.66
15679098,20,3,6.14,18.42
15679098,21,5,8.46,42.30
15679098,22,2,1.03,2.06
15697490,24,2,1.32,2.64
15715761,16,2,3.24,6.48
15715761,20,5,6.14,30.70
15739009,2,3,9.28,27.84
15739009,18,3,4.06,12.18
15740854,5,4,4.66,18.64
15740854,9,5,4.26,21.30
15740854,18,5,4.06,20.30
15740854,25,2,1.31,2.62
15740854,27,3,2.22,6.66
15742561,2,5,9.28,46.40
15742561,21,1,8.46,8.46
15742561,27,5,2.22,11.10
15743304,4,4,5.39,21.56
15743304,17,2,5.35,10.70
