order_id,order_datetime,customer_id,total_amount,num_items
12144048,2024-02-08T22:39:34.519013,5,54.67,4
12148157,2024-02-04T18:54:04.854459,14,2.61,1
12157004,2024-02-06T04:55:28.852904,18,33.84,1
12165848,2024-02-09T13:31:10.191354,26,43.22,5
12167057,2024-02-09T08:28:38.507785,16,24.97,3
12169117,2024-02-08T05:46:46.359632,29,30.12,4
12189308,2024-02-08T22:04:11.279328,22,2.91,1
12197573,2024-02-03T07:48:28.570989,11,22.65,2
12235145,2024-02-08T20:37:26.857119,5,111.36,4
12244383,2024-02-08T03:19:33.888980,11,37.36,3
12251389,2024-02-08T04:31:44.549177,18,2.06,1
12253844,2024-02-10T23:31:10.855581,25,10.08,2
12258208,2024-02-07T12:23:19.537412,20,37.84,3
12280798,2024-02-04T15:45:40.975934,17,79.21,5
12292990,2024-02-06T00:54:21.746953,11,19.05,2
12311046,2024-02-09T05:32:07.661854,4,1.31,1
12324352,2024-02-02T16:46:37.852275,16,41.95,3
12325035,2024-02-05T07:12:12.209713,12,19.60,3
12336105,2024-02-07T20:13:58.935161,23,13.83,2
12338740,2024-02-05T16:50:03.817707,23,18.79,3
12347965,2024-02-08T15:40:13.213937,30,6.14,1
12350088,2024-02-05T14:21:57.341122,1,8.46,1
12356751,2024-02-10T18:30:40.284608,8,9.85,3
12359509,2024-02-09T19:44:23.141462,9,12.96,1
12381859,2024-02-02T22:13:10.901333,22,4.90,1
12403781,2024-02-02T03:09:53.598341,12,17.91,2
12413737,2024-02-04T23:52:25.014648,27,14.76,2
12415359,2024-02-01T01:45:50.188796,29,19.72,3
12417753,2024-02-07T17:46:23.180254,12,52.14,4
12421321,2024-02-07T21:32:57.629817,20,57.45,2
12434695,2024-02-09T01:52:55.226491,18,35.20,4
12445105,2024-02-08T04:48:20.764160,22,29.81,4
12459548,2024-02-07T10:46:37.031743,19,2.91,1
12467077,2024-02-05T07:54:02.797794,5,12.44,2
12507418,2024-02-08T13:31:29.266518,19,59.09,3
12529216,2024-02-04T19:22:07.263353,19,3.98,2
12535542,2024-02-09T00:43:08.779776,17,8.73,1
12542191,2024-02-08T11:09:25.151602,15,18.03,3
12562003,2024-02-07T12:58:58.894778,25,49.02,2
12562469,2024-02-09T12:53:33.667353,21,96.13,5
12567302,2024-02-10T15:21:28.271912,9,39.95,4
12572405,2024-02-08T04:39:52.804712,26,18.32,3
12581480,2024-02-02T12:18:19.638548,21,21.97,3
12590959,2024-02-10T08:38:52.259718,1,6.30,1
12591839,2024-02-08T05:09:36.666889,15,14.17,3
12606425,2024-02-10T07:25:12.786322,23,24.88,2
12624871,2024-02-10T23:28:53.039888,10,42.39,3
12634766,2024-02-03T04:55:53.353913,22,9.28,1
12645482,2024-02-07T14:11:39.803118,20,57.95,3
12647623,2024-02-03T05:44:41.239990,4,46.03,3
12680421,2024-02-04T01:47:47.368220,26,24.56,1
12700591,2024-02-08T11:38:15.440956,4,32.92,2
12705898,2024-02-08T11:08:39.465210,14,26.35,3
12710852,2024-02-10T15:47:17.972008,24,16.54,3
12712723,2024-02-10T15:12:51.252130,22,19.60,1
12727388,2024-02-10T04:22:21.194065,25,2.91,2
12729362,2024-02-05T07:31:53.783169,13,1.36,1
12733624,2024-02-08T21:10:03.658429,11,34.01,5
12734455,2024-02-09T15:47:33.175545,26,4.44,2
12738614,2024-02-05T00:07:14.246897,4,33.81,3
12747640,2024-02-02T02:02:31.065323,11,20.54,4
12749661,2024-02-08T06:59:50.224035,4,7.54,2
12773544,2024-02-08T10:10:14.983076,3,5.82,1
12781780,2024-02-02T15:39:45.561453,26,86.40,3
12784661,2024-02-09T23:16:58.541041,4,11.55,2
12785237,2024-02-05T15:16:23.775913,10,58.79,5
12787613,2024-02-09T05:16:04.077115,20,59.95,3
12789380,2024-02-02T09:07:11.506330,5,10.80,1
12791754,2024-02-08T12:23:56.804814,10,26.32,2
12804299,2024-02-08T06:56:52.543993,26,77.02,4
12810314,2024-02-08T12:56:49.867809,24,21.46,5
12814015,2024-02-08T19:04:05.373739,5,23.27,2
12825608,2024-02-01T10:53:26.945109,29,18.99,2
12828710,2024-02-03T15:14:01.525642,15,58.74,5
12829965,2024-02-08T19:06:45.368645,18,2.22,1
12839255,2024-02-01T11:12:41.292477,7,43.34,4
12841250,2024-02-06T01:36:31.985725,20,4.92,1
12842238,2024-02-04T17:50:20.693830,6,19.06,3
12850916,2024-02-02T03:15:20.760201,21,78.66,5
12854442,2024-02-03T06:01:07.156010,24,18.42,1
12857324,2024-02-03T06:16:37.592517,17,28.95,2
12859076,2024-02-10T08:26:12.038308,27,0.00,1
12889822,2024-02-09T18:25:49.455042,8,42.94,5
12895985,2024-02-09T08:17:23.915153,2,50.61,3
12901793,2024-02-09T10:33:14.223006,16,51.95,5
12904425,2024-02-02T03:24:06.165503,17,31.29,4
12912079,2024-02-08T12:01:39.690176,6,20.50,4
12922805,2024-02-09T05:21:13.325454,15,5.28,1
12932558,2024-02-01T14:37:36.992498,18,16.05,3
12940134,2024-02-02T06:42:19.583978,30,23.56,3
12943332,2024-02-06T08:50:29.206195,13,21.76,4
12946032,2024-02-08T11:58:18.690787,14,4.26,1
12957927,2024-02-01T16:30:36.934794,9,56.00,2
12980408,2024-02-05T23:06:38.441930,2,11.67,2
13007159,2024-02-04T15:22:49.720292,5,17.58,3
13024432,2024-02-08T16:19:38.319327,27,28.55,2
13042752,2024-02-02T08:05:02.789566,12,35.34,2
13070016,2024-02-08T14:18:12.925070,28,42.32,3
13078563,2024-02-08T01:25:05.014286,23,38.08,4
13079633,2024-02-10T18:03:43.225539,6,47.83,5
13097028,2024-02-03T14:39:12.107979,6,43.50,5
13097328,2024-02-08T20:27:59.058094,25,5.64,1
13101366,2024-02-05T21:47:16.569216,5,62.25,4
13101520,2024-02-07T08:00:08.518044,30,47.88,5
13118662,2024-02-10T19:07:09.670255,26,5.24,3
13126165,2024-02-09T08:42:51.134606,25,16.05,2
13127864,2024-02-08T04:46:43.964491,20,12.95,2
13157773,2024-02-08T07:24:52.152511,3,27.86,2
13158801,2024-02-05T10:40:55.939058,23,32.05,1
13169521,2024-02-09T11:46:14.835791,11,43.80,3
13175344,2024-02-08T04:39:16.335690,16,14.34,2
13182025,2024-02-08T05:00:32.395979,19,64.37,4
13191422,2024-02-02T23:05:14.807538,19,57.04,4
13196545,2024-02-09T10:57:33.281648,24,40.15,2
13198966,2024-02-02T03:26:27.352921,8,33.84,1
13205947,2024-02-08T23:22:20.908952,2,57.16,4
13237464,2024-02-08T01:44:06.858965,10,33.06,3
13239223,2024-02-04T15:30:25.256508,27,15.30,2
13242329,2024-02-10T03:52:28.076990,8,47.95,4
13254177,2024-02-10T14:28:34.115804,11,36.60,2
13258223,2024-02-04T05:14:49.580908,23,43.50,3
13277355,2024-02-09T08:20:35.941938,27,38.70,4
13283287,2024-02-10T14:43:59.666699,9,0.00,1
13284315,2024-02-08T12:39:40.199739,10,36.10,2
13295727,2024-02-01T09:08:11.440953,30,28.51,3
13302686,2024-02-02T01:51:19.813107,7,21.68,3
13308791,2024-02-06T05:41:11.721071,24,26.76,3
13317380,2024-02-09T03:46:29.008775,8,28.62,3
13342926,2024-02-02T18:26:30.274442,7,26.81,5
13344308,2024-02-09T10:57:37.884467,10,1.74,1
13376698,2024-02-03T02:56:35.343655,26,27.74,2
13380870,2024-02-07T20:06:42.536062,17,12.60,1
13382434,2024-02-02T13:19:44.965408,22,49.92,5
13412753,2024-02-09T00:46:35.918336,18,21.01,2
13432025,2024-02-09T09:00:46.985011,23,14.96,4
13437562,2024-02-03T18:17:48.281129,11,17.00,2
13474309,2024-02-09T01:30:18.352129,25,33.23,4
13521599,2024-02-03T11:35:12.530743,24,53.56,3
13555473,2024-02-04T03:17:36.789449,9,8.73,1
13557129,2024-02-09T13:38:03.233669,18,75.62,5
13576060,2024-02-09T02:04:33.411363,19,65.20,5
13591396,2024-02-09T03:10:15.509664,8,40.78,4
13592279,2024-02-06T20:06:08.381787,26,58.16,4
13593204,2024-02-02T21:45:46.103883,3,36.10,3
13601311,2024-02-10T21:12:37.009255,4,1.88,1
13623810,2024-02-02T11:38:27.210117,12,25.00,2
13627757,2024-02-08T09:09:41.494822,3,2.64,1
13631149,2024-02-10T05:37:57.151711,7,3.09,1
13632354,2024-02-02T10:31:03.351171,2,21.58,2
13633597,2024-02-08T09:34:32.194809,24,23.95,3
13634967,2024-02-02T18:27:34.177103,4,3.48,1
13635843,2024-02-05T14:13:24.180302,17,40.59,3
13644400,2024-02-06T04:47:24.249903,30,49.94,4
13644532,2024-02-04T13:15:38.438901,16,35.55,4
13646609,2024-02-02T08:09:56.866043,15,78.68,5
13693411,2024-02-10T19:29:00.497758,9,8.67,3
13706932,2024-02-03T10:30:29.185395,12,43.58,4
13712382,2024-02-02T14:12:17.346326,25,5.46,1
13716221,2024-02-10T19:36:24.043687,27,50.59,3
13728392,2024-02-08T08:51:30.280757,1,15.69,3
13732118,2024-02-05T04:38:44.672788,30,6.79,2
13736589,2024-02-08T02:27:57.788710,3,17.04,1
13750699,2024-02-10T14:36:44.985190,18,13.65,2
13760340,2024-02-08T00:41:16.346028,9,5.23,2
13769350,2024-02-02T06:07:18.874815,18,90.94,5
13771238,2024-02-03T09:13:37.617878,18,23.92,2
13781921,2024-02-09T09:20:26.325154,2,71.58,4
13797476,2024-02-10T21:21:47.278938,12,0.00,2
13819369,2024-02-09T22:29:29.739135,12,14.96,2
13829231,2024-02-03T08:40:58.894452,11,17.04,1
13830638,2024-02-10T00:59:32.963337,12,4.92,1
13832986,2024-02-03T09:04:36.367576,13,55.32,4
13833103,2024-02-01T17:31:10.836252,11,10.75,3
13838753,2024-02-06T07:16:18.333659,26,13.85,3
13841812,2024-02-09T12:23:00.383344,16,61.90,2
13848005,2024-02-09T20:33:04.533111,8,20.52,4
13858798,2024-02-06T08:58:26.072870,15,52.20,5
13865077,2024-02-05T21:54:47.404515,26,72.56,5
13870041,2024-02-09T06:51:20.885110,24,54.33,4
13885339,2024-02-08T02:47:27.841280,21,6.55,1
13907020,2024-02-08T23:20:53.348670,20,17.24,4
13911452,2024-02-01T09:02:56.690430,10,8.52,1
13911959,2024-02-02T08:42:35.109882,19,94.93,5
13922388,2024-02-04T04:44:28.943548,26,28.35,4
13948588,2024-02-08T05:46:54.006678,21,37.90,3
13956137,2024-02-10T01:14:51.775108,24,57.98,5
13980471,2024-02-10T07:53:22.036616,17,60.81,4
14000051,2024-02-10T13:15:19.894097,12,25.84,4
14005905,2024-02-09T20:07:40.429353,28,48.83,3
14010390,2024-02-02T11:15:49.368678,3,29.55,3
14011370,2024-02-09T16:12:55.993850,23,19.44,2
14014683,2024-02-05T18:20:11.885592,1,65.84,4
14025514,2024-02-08T18:36:53.143668,17,2.72,1
14039829,2024-02-08T12:08:09.600515,27,1.36,1
14059561,2024-02-10T10:02:52.497251,10,53.17,3
14061795,2024-02-10T18:55:25.617963,21,5.24,1
14067491,2024-02-09T23:33:54.910691,19,38.33,4
14069278,2024-02-05T04:55:50.481483,5,71.63,3
14078620,2024-02-09T09:46:34.008414,29,80.09,3
14083820,2024-02-09T09:54:59.211580,10,21.42,3
14086813,2024-02-08T16:48:06.420954,11,44.06,2
14087364,2024-02-02T02:25:36.491687,8,53.32,4
14088562,2024-02-08T20:50:39.027566,5,28.62,2
14109568,2024-02-09T14:48:39.102410,6,11.35,1
14115522,2024-02-01T17:57:38.689731,8,42.85,4
14126941,2024-02-08T14:49:39.362519,11,20.99,3
14156841,2024-02-01T17:18:11.461793,26,42.72,3
14157249,2024-02-04T06:28:39.966033,1,44.31,4
14163267,2024-02-09T12:45:31.737118,24,30.41,5
14166383,2024-02-05T15:42:43.747272,17,30.98,3
14181960,2024-02-09T21:53:07.643057,17,8.52,1
14186062,2024-02-04T10:36:47.283735,29,15.28,2
14195331,2024-02-08T19:31:32.592265,12,54.44,5
14216051,2024-02-06T12:06:56.622075,12,25.56,2
14225056,2024-02-08T05:02:15.894029,24,40.29,4
14227742,2024-02-09T14:01:14.289678,17,33.33,4
14250749,2024-02-08T02:31:13.500122,3,43.59,5
14252499,2024-02-05T20:41:27.982343,11,29.28,5
14268479,2024-02-09T00:35:48.414634,27,64.99,5
14270207,2024-02-09T03:58:06.842039,14,29.90,3
14292151,2024-02-02T04:19:42.050511,10,33.33,4
14293294,2024-02-10T13:45:46.459838,16,16.20,2
14305240,2024-02-08T12:48:51.914376,2,58.95,5
14327092,2024-02-08T08:29:10.009930,30,8.43,2
14329802,2024-02-10T19:34:02.057034,7,33.43,2
14346683,2024-02-07T17:58:23.019453,20,33.84,2
14359163,2024-02-05T13:15:49.269467,5,48.94,3
14364046,2024-02-08T07:21:21.427393,15,31.78,3
14365728,2024-02-10T07:43:14.302371,25,52.76,5
14372391,2024-02-07T19:07:10.591310,7,23.76,2
14375393,2024-02-02T21:46:58.327481,10,18.00,4
14381339,2024-02-05T06:31:06.750861,1,32.96,4
14384343,2024-02-08T07:11:00.751487,6,45.32,4
14397063,2024-02-08T03:51:07.417336,18,22.21,3
14400457,2024-02-05T23:26:58.823751,24,15.15,4
14400785,2024-02-10T10:06:40.660061,14,5.24,2
14401637,2024-02-10T23:55:19.172112,28,18.68,2
14405416,2024-02-09T19:13:59.135323,3,29.77,5
14412967,2024-02-07T03:53:29.072331,3,39.91,5
14425438,2024-02-09T03:33:22.158651,12,8.46,1
14427940,2024-02-09T22:09:35.819074,24,11.35,1
14428365,2024-02-08T02:57:42.325670,23,52.26,5
14431406,2024-02-02T04:14:40.648590,29,28.98,3
14436421,2024-02-02T12:31:47.162980,30,79.42,2
14444295,2024-02-09T20:03:23.341548,11,9.80,1
14454168,2024-02-07T23:20:42.838384,20,25.52,4
14469446,2024-02-01T02:15:25.148576,19,78.98,4
14469829,2024-02-07T06:08:24.743105,1,26.30,2
14469990,2024-02-04T12:32:43.888223,7,1.64,1
14484599,2024-02-03T04:00:52.973217,15,18.21,2
14492537,2024-02-05T22:45:38.615231,18,27.44,2
14511104,2024-02-02T04:17:18.898901,26,100.62,5
14515004,2024-02-01T22:57:48.506618,27,12.26,2
14515977,2024-02-03T04:22:39.361996,10,39.98,2
14545490,2024-02-05T09:57:56.186833,21,46.08,4
14548843,2024-02-08T00:06:43.875567,13,107.29,5
14556377,2024-02-08T13:49:26.048518,14,38.52,3
14556431,2024-02-02T22:26:07.771504,22,34.42,5
14563082,2024-02-08T07:50:57.339938,3,32.50,4
14566201,2024-02-02T18:14:40.669313,19,1.03,1
14583785,2024-02-03T06:03:52.151202,13,39.46,4
14587157,2024-02-09T15:06:28.485076,11,34.06,4
14608052,2024-02-10T12:58:37.004955,23,56.70,4
14608629,2024-02-05T05:23:35.133154,19,3.15,1
14619936,2024-02-08T14:21:51.262974,17,74.98,3
14622206,2024-02-08T20:47:33.336278,6,52.39,4
14626133,2024-02-09T00:50:42.486811,10,3.40,1
14638314,2024-02-05T01:38:03.639574,12,11.35,1
14643787,2024-02-09T12:52:56.522195,28,14.55,1
14661662,2024-02-10T02:42:26.223991,22,5.82,2
14666395,2024-02-08T13:22:16.167660,10,8.64,1
14677010,2024-02-04T21:09:58.489950,15,42.31,5
14689652,2024-02-09T03:07:13.216609,1,11.18,4
14690608,2024-02-02T05:48:11.872541,3,32.05,1
14691001,2024-02-08T23:12:08.326191,3,30.35,4
14692484,2024-02-07T07:21:29.208885,3,13.29,3
14698344,2024-02-08T15:59:04.550006,21,29.03,2
14705427,2024-02-03T02:56:53.596344,8,59.78,4
14710046,2024-02-07T12:38:44.560373,18,28.43,3
14711966,2024-02-08T23:16:56.273271,12,19.22,3
14720169,2024-02-10T04:18:06.923182,21,13.41,2
14731618,2024-02-10T11:52:18.636806,12,21.25,3
14733962,2024-02-08T00:04:06.721309,17,11.64,1
14740239,2024-02-08T05:57:09.441352,19,35.14,4
14741075,2024-02-09T07:49:28.807822,8,4.32,1
14757200,2024-02-02T19:08:14.481342,15,3.28,1
14768298,2024-02-08T15:18:50.879475,1,25.82,3
14775216,2024-02-09T17:28:26.504677,6,16.04,3
14776231,2024-02-10T05:53:47.449892,23,25.26,2
14803056,2024-02-08T06:36:28.372548,17,9.72,1
14803117,2024-02-09T21:10:25.940876,4,43.54,3
14808547,2024-02-02T02:07:05.749963,30,69.63,5
14813010,2024-02-05T23:54:02.658038,19,19.64,3
14817892,2024-02-08T15:12:13.089849,15,27.03,3
14823257,2024-02-04T23:48:51.569311,1,80.12,4
14834649,2024-02-10T22:01:18.927387,14,21.50,4
14836742,2024-02-02T07:22:50.272225,27,44.58,3
14883824,2024-02-08T18:06:50.510857,26,21.89,2
14890076,2024-02-01T19:21:12.687871,27,13.40,1
14915187,2024-02-09T15:07:21.664187,14,50.25,4
14941783,2024-02-10T23:23:49.571576,21,23.70,4
14954080,2024-02-01T04:30:44.603734,10,16.53,2
14968737,2024-02-08T16:52:23.825828,28,32.08,4
14975588,2024-02-03T03:01:34.388619,19,4.32,1
14983370,2024-02-09T14:00:16.000272,23,23.86,2
14989239,2024-02-05T09:55:19.693762,9,2.22,1
14989412,2024-02-07T19:16:21.328440,23,46.02,4
14990985,2024-02-10T17:20:41.361382,2,37.04,3
14993423,2024-02-10T18:29:13.828388,9,27.78,3
14999274,2024-02-08T06:08:05.160377,30,48.53,4
15024153,2024-02-08T08:02:04.319637,9,37.45,5
15036987,2024-02-08T19:04:57.399906,5,21.25,2
15037265,2024-02-10T10:23:09.449692,12,20.30,1
15037733,2024-02-10T01:19:40.593441,9,18.42,1
15055021,2024-02-08T07:33:05.240570,22,29.71,4
15084612,2024-02-08T23:35:39.619786,28,68.13,4
15097237,2024-02-02T11:53:05.236008,29,75.34,3
15113002,2024-02-06T00:47:20.043176,25,58.59,4
15118121,2024-02-06T19:37:37.155475,20,41.85,5
15131532,2024-02-08T10:49:23.788435,9,9.90,2
15131633,2024-02-03T02:17:29.212082,16,23.08,2
15143618,2024-02-06T15:50:09.178752,13,38.31,4
15147190,2024-02-01T03:24:05.013132,7,21.40,1
15159551,2024-02-08T23:47:52.960543,4,35.18,5
15164321,2024-02-08T05:01:19.833305,29,97.68,4
15194000,2024-02-01T04:57:16.065139,26,12.92,3
15208328,2024-02-10T18:05:17.949187,11,6.30,2
15212785,2024-02-03T04:23:14.093132,16,5.24,1
15218157,2024-02-10T16:08:24.373034,3,36.18,5
15218888,2024-02-02T03:51:39.620563,5,44.64,3
15219706,2024-02-08T00:30:35.624576,21,14.60,1
15224521,2024-02-09T20:54:36.910842,2,6.56,1
15228731,2024-02-04T09:04:15.399119,25,48.04,5
15235388,2024-02-04T12:19:09.534282,24,46.93,4
15254537,2024-02-08T09:43:50.485867,19,18.64,1
15258912,2024-02-09T20:58:29.601887,28,26.55,3
15272896,2024-02-09T11:08:20.588350,8,10.70,1
15280061,2024-02-09T19:13:21.431054,27,55.84,4
15303596,2024-02-02T16:42:57.531289,17,24.10,2
15311518,2024-02-05T18:36:17.252331,26,29.98,3
15315447,2024-02-06T03:25:01.772714,12,32.76,2
15317459,2024-02-08T08:36:06.841895,5,2.04,1
15317595,2024-02-09T19:30:52.392439,4,19.84,3
15334884,2024-02-08T16:56:08.923552,5,36.67,4
15342578,2024-02-09T07:03:44.645249,10,24.21,3
15350703,2024-02-09T17:44:24.092179,18,38.15,3
15386371,2024-02-08T19:16:38.439675,25,9.08,1
15387205,2024-02-10T20:05:49.308584,10,21.56,3
15388369,2024-02-09T04:10:36.001149,21,27.89,4
15391825,2024-02-08T11:58:07.664142,3,40.59,4
15393653,2024-02-10T03:09:15.357089,16,56.97,5
15401379,2024-02-03T16:29:05.301462,20,38.54,2
15402751,2024-02-09T06:53:11.075876,7,48.87,3
15418830,2024-02-09T09:58:06.330268,6,4.35,1
15426060,2024-02-04T16:21:45.614990,6,43.81,5
15435686,2024-02-02T04:09:12.600423,3,14.18,3
15437066,2024-02-01T00:20:30.452611,30,15.95,4
15445225,2024-02-08T16:35:48.823020,21,44.47,4
15460670,2024-02-08T14:24:46.148541,21,10.70,1
15468323,2024-02-08T11:01:54.374864,19,17.71,3
15474846,2024-02-08T06:35:47.219061,28,2.16,1
15481171,2024-02-08T18:08:40.782036,21,18.09,3
15494142,2024-02-08T18:21:03.017191,15,55.74,3
15506876,2024-02-08T18:36:59.008022,1,40.57,4
15513245,2024-02-08T13:37:28.510325,20,8.88,1
15535280,2024-02-08T00:26:51.333194,26,32.82,4
15537648,2024-02-02T12:48:12.306580,13,48.64,5
15554801,2024-02-04T14:26:20.245619,20,24.94,4
15562735,2024-02-09T10:19:06.053594,11,35.98,3
15565946,2024-02-09T11:55:56.239560,16,48.62,4
15571455,2024-02-02T09:28:20.624932,7,20.28,2
15571691,2024-02-07T08:28:56.786762,27,90.46,5
15586829,2024-02-01T10:16:35.872074,16,74.77,5
15591036,2024-02-02T23:02:42.397000,17,40.74,2
15596644,2024-02-08T17:01:18.280529,19,12.41,3
15600201,2024-02-08T16:54:05.470133,16,29.01,2
15624006,2024-02-02T04:30:28.181228,21,58.46,4
15636303,2024-02-08T20:09:00.205771,21,33.89,4
15663730,2024-02-01T21:49:27.287254,15,1.32,1
15667836,2024-02-07T17:19:21.146203,9,37.13,4
15679098,2024-02-09T09:34:24.208746,2,67.44,4
15697490,2024-02-01T19:56:51.468210,5,2.64,1
15715761,2024-02-10T15:47:14.879593,16,37.18,2
15739009,2024-02-01T13:00:25.379877,7,40.02,2
15740854,2024-02-04T16:24:43.915251,17,69.52,5
15742561,2024-02-08T11:01:11.097487,3,65.96,3
15743304,2024-02-02T06:50:21.187381,5,36.02,3
15743671,2024-02-10T00:03:23.469637,23,18.21,5
15767211,2024-02-10T19:02:42.038790,26,14.70,2
15771392,2024-02-08T12:40:30.729681,20,8.46,1
15776213,2024-02-10T04:14:58.776711,6,9.43,2
15778565,2024-02-08T13:09:12.220934,23,17.29,3
15793252,2024-02-09T00:48:46.976003,10,12.32,2
15823045,2024-02-07T17:44:30.103330,30,38.55,4
15854487,2024-02-04T11:49:08.264076,4,1.32,1
15870245,2024-02-08T20:12:17.422838,24,6.80,1
15872001,2024-02-08T02:48:42.870054,5,65.17,4
15872946,2024-02-02T07:23:11.661524,6,49.96,3
15875007,2024-02-08T06:32:13.455689,23,54.72,4
15876145,2024-02-08T12:06:50.810813,24,19.48,2
15896539,2024-02-08T08:26:44.812561,2,14.86,4
15899569,2024-02-02T11:52:33.385091,16,46.84,4
15900177,2024-02-09T23:25:23.372171,9,53.14,3
15901151,2024-02-09T15:52:39.961944,30,25.64,1
15903379,2024-02-09T04:32:25.099888,19,69.33,5
15912160,2024-02-05T20:20:06.314170,1,11.10,1
15914185,2024-02-08T21:06:21.013635,11,6.30,1
15953719,2024-02-03T11:22:28.346022,2,23.22,2
15976619,2024-02-01T22:25:39.779997,24,35.90,4
15980688,2024-02-02T01:18:11.530399,15,19.43,2
15995335,2024-02-09T16:24:30.149111,29,25.26,2
16000704,2024-02-08T20:52:57.180407,5,29.16,3
16006879,2024-02-09T18:42:55.269480,4,56.87,4
16028259,2024-02-09T23:38:49.882723,29,7.61,2
16032956,2024-02-04T23:37:14.220201,26,6.70,1
16035197,2024-02-09T20:19:56.475888,4,15.37,3
16056563,2024-02-05T23:17:12.489192,24,2.72,1
16123337,2024-02-01T12:11:20.090511,25,61.59,5
16129089,2024-02-03T07:08:23.715193,10,17.92,3
16142831,2024-02-05T23:39:30.440518,3,7.99,2
16145578,2024-02-08T20:57:40.032297,8,10.82,2
16146648,2024-02-09T22:41:03.346888,11,3.10,2
16155639,2024-02-03T06:28:37.411290,12,26.95,1
16167124,2024-02-08T14:25:18.590951,29,42.10,3
16171634,2024-02-08T12:09:04.218727,14,85.40,5
16176933,2024-02-10T13:58:09.525094,27,45.41,4
16184733,2024-02-01T16:17:58.479112,22,68.05,5
16186237,2024-02-09T07:37:58.684140,28,32.05,4
16187271,2024-02-09T18:02:54.432939,30,33.18,4
16194806,2024-02-09T12:31:48.973171,3,41.68,4
16216019,2024-02-10T07:59:28.056595,18,0.00,2
16223616,2024-02-02T02:04:45.544015,1,53.48,3
16240174,2024-02-05T01:59:20.064911,25,40.17,5
16260567,2024-02-10T17:45:46.834377,19,29.16,3
16263833,2024-02-02T09:07:35.001388,11,2.61,1
16278837,2024-02-08T11:40:11.873946,19,26.86,2
16284393,2024-02-09T08:46:06.144146,4,52.39,5
16286830,2024-02-08T04:10:32.423908,24,12.56,2
16300270,2024-02-08T20:45:12.332104,22,29.49,5
16307816,2024-02-01T09:54:07.183735,26,90.41,5
16314032,2024-02-08T07:18:17.471843,3,4.32,1
16320502,2024-02-08T16:15:44.078661,22,15.51,2
16320672,2024-02-07T17:04:18.753514,7,53.53,4
16367807,2024-02-09T02:31:22.246680,4,42.04,2
16372595,2024-02-08T16:25:41.737053,9,6.30,1
16373574,2024-02-05T20:41:51.140372,25,76.96,5
16421876,2024-02-09T07:35:38.153974,10,57.21,5
16424077,2024-02-09T18:15:10.030568,11,74.20,4
16426416,2024-02-09T05:24:35.753844,23,74.74,5
16455882,2024-02-05T07:14:36.352031,18,33.50,1
16479091,2024-02-09T20:34:07.299909,15,10.20,2
16485276,2024-02-02T16:39:55.174718,26,67.80,4
16492457,2024-02-08T09:52:57.551231,24,67.32,5
16495659,2024-02-08T01:13:57.388827,26,19.81,4
16517488,2024-02-02T16:38:27.644410,15,55.68,5
16518453,2024-02-09T00:25:28.766884,12,4.60,1
16527031,2024-02-08T11:28:09.810643,27,21.46,2
16532154,2024-02-10T18:15:17.216190,30,3.76,2
16534049,2024-02-02T03:56:13.257302,24,5.24,1
16557415,2024-02-10T03:32:36.048178,12,16.94,3
16573100,2024-02-05T20:26:38.937239,10,3.24,1
16574462,2024-02-09T08:09:42.857704,15,5.64,1
16586989,2024-02-10T05:46:30.623360,9,1.31,2
16596029,2024-02-08T13:05:52.316546,28,56.30,4
16610238,2024-02-01T14:52:19.544330,6,29.71,3
16612171,2024-02-01T08:29:22.697574,13,15.88,2
16612551,2024-02-08T12:45:35.933493,12,0.68,1
16628583,2024-02-08T19:47:36.749403,24,17.97,2
16631887,2024-02-08T21:14:05.585661,2,9.28,1
16633485,2024-02-08T19:41:31.620564,20,7.78,2
16638487,2024-02-05T13:39:09.556194,11,20.10,1
16661710,2024-02-10T00:37:02.401953,11,16.62,2
16669395,2024-02-05T06:12:09.363249,15,7.54,3
16677260,2024-02-08T06:10:41.498648,4,90.83,5
16678119,2024-02-03T01:16:28.724421,9,41.35,3
16697805,2024-02-06T19:09:46.126131,7,5.39,2
16698122,2024-02-08T08:25:28.079220,27,40.26,3
16708702,2024-02-07T06:20:58.479750,10,2.72,1
16712287,2024-02-02T19:14:31.366663,19,43.93,2
16716636,2024-02-08T22:28:22.213042,20,34.10,2
16727771,2024-02-09T22:47:21.270028,23,0.00,1
16729858,2024-02-02T06:14:25.041827,28,15.22,3
16741699,2024-02-09T12:01:23.907737,14,9.02,3
16756485,2024-02-09T15:30:06.329661,6,15.02,4
16764784,2024-02-08T10:05:02.905218,19,18.92,2
16772293,2024-02-08T13:25:27.387719,19,8.12,1
16776857,2024-02-01T17:39:07.577498,17,9.08,1
16782239,2024-02-04T20:43:07.336557,2,57.34,5
16783995,2024-02-03T13:17:41.125114,25,32.00,3
16787419,2024-02-09T04:01:03.840543,16,10.70,1
16795413,2024-02-02T08:28:30.043714,25,14.41,3
16827635,2024-02-09T22:00:23.240167,17,22.93,4
16828383,2024-02-05T22:31:43.272753,22,42.30,1
16840518,2024-02-01T18:37:07.688472,4,85.61,5
16849595,2024-02-06T23:33:28.846895,1,68.26,5
16873686,2024-02-02T01:56:04.847768,27,48.07,4
16883431,2024-02-02T20:30:26.604975,11,86.59,4
16887405,2024-02-02T22:03:45.991060,15,42.30,1
16887448,2024-02-10T02:03:34.877842,1,5.82,1
